"","X","n_in_2008","mean_dist_in_2008","med_dist_in_2008","n_out_2008","mean_dist_out_2008","med_dist_out_2008","n_in_2009","mean_dist_in_2009","med_dist_in_2009","n_out_2009","mean_dist_out_2009","med_dist_out_2009","n_in_2010","mean_dist_in_2010","med_dist_in_2010","n_out_2010","mean_dist_out_2010","med_dist_out_2010","n_in_2011","mean_dist_in_2011","med_dist_in_2011","n_out_2011","mean_dist_out_2011","med_dist_out_2011","n_in_2012","mean_dist_in_2012","med_dist_in_2012","n_out_2012","mean_dist_out_2012","med_dist_out_2012","n_in_2013","mean_dist_in_2013","med_dist_in_2013","n_out_2013","mean_dist_out_2013","med_dist_out_2013","n_in_2014","mean_dist_in_2014","med_dist_in_2014","n_out_2014","mean_dist_out_2014","med_dist_out_2014","n_in_2015","mean_dist_in_2015","med_dist_in_2015","n_out_2015","mean_dist_out_2015","med_dist_out_2015","n_in_2016","mean_dist_in_2016","med_dist_in_2016","n_out_2016","mean_dist_out_2016","med_dist_out_2016"
"67",67,15,4.82689260402557,3.14889624869745,13,2.98118285957221,2.52726214807829,16,2.97973633622883,1.85873245232652,NA,NA,NA,15,4.06524798854062,1.90913535207839,15,3.63782052186024,2.73967246249917,13,5.13523613931447,4.0449824497733,14,3.31741856052806,2.69955927012013,12,3.353146459691,2.61366260398542,NA,NA,NA,19,4.4601822066811,2.81755570534186,NA,NA,NA,11,3.55845401190536,2.82729781173486,13,2.30188536882579,1.68500487519388,15,3.02165541814176,1.97589492189164,NA,NA,NA,16,5.89036195396014,4.22374695274848,10,6.12974293762043,2.39261620633031
"68",68,12,8.11034002240803,7.66492242460283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",69,23,4.79841600140218,2.458545626241,13,8.8189168330579,9.16563446839238,21,4.55116835571619,1.71031906304421,NA,NA,NA,NA,NA,NA,12,6.07397317214823,5.01409863127907,14,5.07054553192155,3.04070346397895,NA,NA,NA,15,3.71256902319615,1.77937743325239,10,3.80044401723812,1.65692292501057,18,4.89724971392006,3.41955209278006,11,3.97078576178164,4.05914250052536,12,4.22444465215886,3.3926553420672,11,8.17549552476501,8.77020619494366,15,5.38158062162219,6.07242598731783,11,8.1858829954507,8.53589870611299,21,5.93764214200645,3.51022883233583,11,5.18120007194795,5.50582777925122
"70",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6.20762778427816,5.02404111556596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.02298684924975,3.53667234558507,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,20,6.17701129754047,4.95319416787571,20,3.50097518759059,2.71288856242739,24,5.83696496057916,2.91212719737401,19,6.86666081238102,6.76142297239744,15,6.96347999938843,6.27410292198225,11,4.22685849340015,3.84155207634019,16,7.19423411261187,8.16604146190686,15,4.11171773869505,3.69402260606076,22,5.08437858704238,4.39092782814659,14,3.49626487039017,2.03000020873289,19,7.7257003666464,7.59731078304382,14,7.26532320120319,6.46536974156403,14,6.52493378858363,5.1540290108975,10,6.44626232011132,3.09673378257997,13,5.16011283871442,2.30392169184931,15,4.91990157280249,2.49599311254986,27,4.20628167025877,3.52851048947756,14,5.90084829124647,5.8853846519166
"73",73,10,2.79418260170285,1.04801699796629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2.68722850058516,1.6472716774809,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,36,4.33694535491429,1.82202543087981,79,5.44968093767061,6.37467840368253,29,4.71981133472488,2.97323048863949,22,4.67180139574904,4.91678285564904,18,4.35847143053479,2.73664603580592,20,3.15045160040496,2.96617829123379,16,3.68732063377945,2.76832095172838,18,3.35175046938199,3.1549459679466,13,2.90765918890606,2.48858644749376,21,4.76401724916084,3.76636098686251,29,5.08953000044494,3.30582974931174,16,3.95081501894721,3.65413375378077,23,4.23809621347572,4.46943877894615,13,1.99518608220965,1.1160003203151,24,5.45246437351648,4.8051600048087,17,4.44020664609128,4.07821164713634,16,4.01032248271266,2.27312866945452,33,3.98045643783837,2.91168595146582
"76",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3.45432109781054,1.72661953454363,NA,NA,NA
"77",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",78,10,3.85041731354555,3.78927139267978,NA,NA,NA,NA,NA,NA,15,3.37158698678762,2.85177214856954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3.80850168952826,3.42716506901131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",79,34,5.88191088456797,1.98682380353535,NA,NA,NA,20,8.23813873529826,6.87006464634186,12,2.08468917846069,0.819708229197413,11,6.39823033490779,4.06867893723291,NA,NA,NA,17,5.05229537833895,4.96770359878403,NA,NA,NA,21,7.02625182669223,5.24074463380898,NA,NA,NA,20,8.25717109780384,3.5429087639065,10,8.49993382516046,8.28610982713766,13,8.65901381047413,6.06550369338765,NA,NA,NA,24,10.3284953537737,7.11641242957301,13,4.47063177334535,3.56334881472108,12,7.77441545688084,7.81776976413938,13,6.01722813453387,1.93699550818238
"80",80,24,4.76401229883364,3.68756467383917,NA,NA,NA,22,7.17741196738871,5.87076141545589,NA,NA,NA,12,5.51227600120495,5.12549937347069,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4.93323364918745,5.01673711752126,NA,NA,NA,16,6.38345275211763,4.71918650603868,NA,NA,NA,21,5.14575453187959,4.10667982392181,NA,NA,NA,18,5.55668733687003,4.59887228481251,NA,NA,NA,18,8.83776973147287,7.238665794225,NA,NA,NA
"81",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4.52268269677291,4.02468297004468,NA,NA,NA,10,5.21223480005347,3.6737497274758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5.92565613487182,3.95186092483903,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4.62204903927294,2.83925901436214,NA,NA,NA,14,3.42518635318703,1.8098771821091,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,17,8.18963850444101,8.41806542019691,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5.95912735356983,6.71006551510483,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12.266220132475,12.9453174002219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7.52045052749141,5.44774549102133,NA,NA,NA
"84",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,10,7.4808724504932,6.61102118318886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,43,8.42090818273006,4.75099258917756,12,12.0891266555409,11.7314773416977,38,10.1099478745637,9.38770567346256,14,8.36830756758335,7.78626241928454,36,10.7484595863749,9.71118488435037,12,13.099926394313,14.3524412436388,40,9.15754004271683,6.22758190457702,NA,NA,NA,54,11.5472973404372,12.2634937725558,15,11.6191943320557,15.8560960552252,40,8.74170053004091,7.63090866952862,17,9.47409399803009,10.6801807846358,36,10.4779423640847,9.52250890604511,NA,NA,NA,50,10.5414967596667,8.77632016797076,21,7.66112641706164,6.133048875695,48,8.98339225521767,5.53892051349449,16,8.75950958840439,8.78909457980938
"90",90,142,7.79611518044396,8.16511719555758,45,7.02158630845854,7.702540348718,143,6.94577353786228,5.86154440977234,59,6.82357115426969,6.11177634193259,147,6.15988021265023,3.88314672307089,55,6.898529456512,7.84008210482423,96,6.79449040188139,5.89782834294691,59,7.76344764147122,7.86556939340922,143,8.66510792116376,8.4149355301353,66,7.3199270019172,6.40160776001961,112,7.80554462233478,7.57580959426173,95,4.89925319708821,3.39017304556029,122,6.8974515417091,6.64453560031732,59,7.26764447623662,6.46321698344752,112,6.96404461213508,6.10432484671202,66,7.20850169776284,7.36314539970319,154,6.95152417812304,6.66481200958011,87,6.14466317432547,6.3112206062016
"91",91,NA,NA,NA,NA,NA,NA,11,5.35262994749871,3.13957250936715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.48520117919561,7.22271990225328,NA,NA,NA,10,8.68216999824097,4.31395648864621,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3.18787332739525,2.15915384773789,NA,NA,NA
"92",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",96,13,8.7536726577374,6.01116395098263,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11.412188491206,8.19292253155052,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,9.15073937947429,7.32235294847812,NA,NA,NA,12,10.9526435240555,8.59367412274423,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,9.45745522394539,6.43009439732055,NA,NA,NA,15,10.6944324531076,4.27016619308971,NA,NA,NA
"97",97,30,8.1122406225559,5.65987112598957,13,5.69385739192546,1.90556923594987,25,9.29643498726855,7.88264158925981,NA,NA,NA,23,5.21841087690808,3.21761271555165,NA,NA,NA,25,9.57695254834859,5.34506710161985,NA,NA,NA,22,7.52520499038144,7.72027476597182,NA,NA,NA,32,7.05980323228899,2.81073832837293,10,4.74452876198361,1.74611809829752,34,6.93140170402059,4.7968236829161,NA,NA,NA,37,7.78646589247922,4.17039663291441,NA,NA,NA,28,7.77188789345567,4.37135358238322,NA,NA,NA
"98",98,13,4.17880512077781,2.15324134351757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",101,NA,NA,NA,12,3.19852216805074,2.77958200886912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.42843371298077,9.55954235723197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",103,28,3.5865620709409,1.18990530183664,13,5.00448302619208,1.54137041761793,28,7.64387864505127,4.30447158690872,NA,NA,NA,24,6.79742358296253,3.27131169293953,NA,NA,NA,25,8.16725763197156,4.33973059265849,NA,NA,NA,22,8.08348547637928,4.33973059265849,10,5.56390816956246,3.19283035719855,NA,NA,NA,NA,NA,NA,17,10.1247694671379,5.11869849540779,NA,NA,NA,16,7.37798749797174,3.09829604083008,11,3.77047007917274,2.13574937082098,24,9.09891344605627,2.95496078105503,10,7.14564647250554,2.69257197752842
"104",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6.91895064586725,1.44171961693133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",106,16,4.51908196371037,2.72423629322579,NA,NA,NA,29,5.39727740972585,1.96001174757937,NA,NA,NA,21,6.25533889184773,4.45916879302589,NA,NA,NA,11,9.66238870178679,6.73636565636208,NA,NA,NA,24,7.96175248411589,4.89906964420191,NA,NA,NA,19,7.36401993376878,4.08164133683659,NA,NA,NA,12,8.22326629359904,2.63562457536745,NA,NA,NA,22,9.13821446478578,5.76076040833441,NA,NA,NA,31,11.0644587646843,7.10850486898582,NA,NA,NA
"107",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4.10378648462857,2.81314923769332,NA,NA,NA
"109",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,11,5.33062175704814,5.59276565690327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,12,4.80522756439377,3.51327290486727,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6.56572420552241,5.74515225376401,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6.81173278907839,2.81965532802909,NA,NA,NA,13,7.91202454306537,3.76146034791274,NA,NA,NA,11,9.16241139465898,6.64296584512423,NA,NA,NA,22,7.99000987701746,3.04843287879434,NA,NA,NA,22,7.00848962789772,4.63153132498164,NA,NA,NA
"113",113,NA,NA,NA,NA,NA,NA,10,3.98326694269861,3.70617745508966,NA,NA,NA,10,7.21693859152632,7.80377603745664,NA,NA,NA,10,3.12530735393236,3.05603412146089,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8.51826234585705,6.21112914257739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.82222424141758,0.584632715527865,NA,NA,NA,11,6.22838030260393,1.98859043343332,NA,NA,NA
"115",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,11,7.42976555627278,7.20039051094827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9.70557537629016,7.33251300808393,NA,NA,NA
"117",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",121,10,7.62438440848469,6.14445216053042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8.45227958463321,7.01527846160914,NA,NA,NA
"122",122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.9473871450283,8.30672745205059,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10.684610365286,8.11756292104783,NA,NA,NA
"124",124,12,4.32652231508257,4.21777791458364,NA,NA,NA,10,4.51072121225591,4.72930253089646,NA,NA,NA,15,5.41489361211364,4.2523683868703,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.15527128391252,5.80988945997042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4.92757901061558,4.64018830726746,NA,NA,NA
"125",125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,9.87904472797709,8.42818208569703,NA,NA,NA
"126",126,10,5.39343478649005,4.50337269950395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7.6538458156176,5.62436980869641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
