"id_point","id_cluster"
"E01000002","1"
"E01000001","1"
"E01000005","1"
"E01000008","1"
"E01000007","1"
"E01000011","1"
"E01000006","1"
"E01000012","1"
"E01000009","1"
"E01000018","1"
"E01000014","1"
"E01000016","1"
"E01000020","1"
"E01000013","1"
"E01000019","1"
"E01000021","1"
"E01000022","1"
"E01000023","1"
"E01000024","1"
"E01000025","1"
"E01000029","1"
"E01000028","1"
"E01000033","1"
"E01000017","1"
"E01000034","1"
"E01000035","1"
"E01000036","1"
"E01000037","1"
"E01000038","1"
"E01000031","1"
"E01000041","1"
"E01000042","1"
"E01000044","1"
"E01000046","1"
"E01000015","1"
"E01000049","1"
"E01000043","1"
"E01000050","1"
"E01000048","1"
"E01000051","1"
"E01000010","1"
"E01000052","1"
"E01000053","1"
"E01000054","1"
"E01000055","1"
"E01000056","1"
"E01000058","1"
"E01000059","1"
"E01000060","1"
"E01000039","1"
"E01000062","1"
"E01000063","1"
"E01000065","1"
"E01000066","1"
"E01000032","1"
"E01000067","1"
"E01000068","1"
"E01000069","1"
"E01000070","1"
"E01000040","1"
"E01000071","1"
"E01000072","1"
"E01000045","1"
"E01000057","1"
"E01000073","1"
"E01000074","1"
"E01000075","1"
"E01000076","1"
"E01000077","1"
"E01000078","1"
"E01000079","1"
"E01000080","1"
"E01000081","1"
"E01000082","1"
"E01000030","1"
"E01000083","1"
"E01000084","1"
"E01000085","1"
"E01000064","1"
"E01000086","1"
"E01000087","1"
"E01000088","1"
"E01000089","1"
"E01000090","1"
"E01000091","1"
"E01000092","1"
"E01000093","1"
"E01000094","1"
"E01000095","1"
"E01000096","1"
"E01000097","1"
"E01000098","1"
"E01000099","1"
"E01000100","1"
"E01000101","1"
"E01000102","1"
"E01000103","1"
"E01000104","1"
"E01000105","1"
"E01000106","1"
"E01000107","1"
"E01000108","1"
"E01000109","1"
"E01000110","1"
"E01000027","1"
"E01000111","1"
"E01000112","1"
"E01000113","1"
"E01000114","1"
"E01000117","1"
"E01000116","1"
"E01000118","1"
"E01000119","1"
"E01000115","1"
"E01000120","1"
"E01000121","1"
"E01000122","1"
"E01000123","1"
"E01000124","1"
"E01000126","1"
"E01000125","1"
"E01000127","1"
"E01000128","1"
"E01000130","1"
"E01000131","1"
"E01000132","1"
"E01000133","1"
"E01000134","1"
"E01000136","1"
"E01000135","1"
"E01000137","1"
"E01000138","1"
"E01000139","1"
"E01000140","1"
"E01000142","1"
"E01000143","1"
"E01000141","1"
"E01000144","1"
"E01000145","1"
"E01000146","1"
"E01000147","1"
"E01000148","1"
"E01000152","1"
"E01000151","1"
"E01000153","1"
"E01000154","1"
"E01000155","1"
"E01000157","1"
"E01000156","1"
"E01000158","1"
"E01000159","1"
"E01000160","1"
"E01000161","1"
"E01000162","1"
"E01000163","1"
"E01000164","1"
"E01000165","1"
"E01000166","1"
"E01000168","1"
"E01000169","1"
"E01000170","1"
"E01000171","1"
"E01000172","1"
"E01000173","1"
"E01000174","1"
"E01000175","1"
"E01000176","1"
"E01000177","1"
"E01000178","1"
"E01000179","1"
"E01000180","1"
"E01000181","1"
"E01000182","1"
"E01000183","1"
"E01000184","1"
"E01000185","1"
"E01000186","1"
"E01000187","1"
"E01000188","1"
"E01000189","1"
"E01000190","1"
"E01000191","1"
"E01000192","1"
"E01000193","1"
"E01000194","1"
"E01000195","1"
"E01000196","1"
"E01000197","1"
"E01000198","1"
"E01000199","1"
"E01000200","1"
"E01000201","1"
"E01000202","1"
"E01000203","1"
"E01000204","1"
"E01000205","1"
"E01000206","1"
"E01000207","1"
"E01000208","1"
"E01000209","1"
"E01000210","1"
"E01000211","1"
"E01000212","1"
"E01000213","1"
"E01000214","1"
"E01000215","1"
"E01000216","1"
"E01000217","1"
"E01000218","1"
"E01000219","1"
"E01000220","1"
"E01000221","1"
"E01000222","1"
"E01000223","1"
"E01000224","1"
"E01000225","1"
"E01000226","1"
"E01000227","1"
"E01000228","1"
"E01000229","1"
"E01000230","1"
"E01000231","1"
"E01000232","1"
"E01000233","1"
"E01000234","1"
"E01000235","1"
"E01000236","1"
"E01000237","1"
"E01000238","1"
"E01000239","1"
"E01000150","1"
"E01000240","1"
"E01000241","1"
"E01000242","1"
"E01000243","1"
"E01000244","1"
"E01000245","1"
"E01000246","1"
"E01000247","1"
"E01000249","1"
"E01000250","1"
"E01000248","1"
"E01000251","1"
"E01000252","1"
"E01000253","1"
"E01000254","1"
"E01000255","1"
"E01000256","1"
"E01000257","1"
"E01000258","1"
"E01000259","1"
"E01000260","1"
"E01000261","1"
"E01000262","1"
"E01000263","1"
"E01000264","1"
"E01000265","1"
"E01000266","1"
"E01000267","1"
"E01000268","1"
"E01000269","1"
"E01000270","1"
"E01000271","1"
"E01000272","1"
"E01000273","1"
"E01000274","1"
"E01000275","1"
"E01000276","1"
"E01000277","1"
"E01000278","1"
"E01000279","1"
"E01000280","1"
"E01000281","1"
"E01000282","1"
"E01000283","1"
"E01000284","1"
"E01000285","1"
"E01000286","1"
"E01000287","1"
"E01000288","1"
"E01000289","1"
"E01000290","1"
"E01000291","1"
"E01000167","1"
"E01000292","1"
"E01000293","1"
"E01000294","1"
"E01000295","1"
"E01000296","1"
"E01000297","1"
"E01000298","1"
"E01000299","1"
"E01000300","1"
"E01000301","1"
"E01000302","1"
"E01000303","1"
"E01000304","1"
"E01000305","1"
"E01000306","1"
"E01000308","1"
"E01000309","1"
"E01000310","1"
"E01000311","1"
"E01000312","1"
"E01000313","1"
"E01000314","1"
"E01000315","1"
"E01000316","1"
"E01000317","1"
"E01000318","1"
"E01000319","1"
"E01000320","1"
"E01000321","1"
"E01000322","1"
"E01000323","1"
"E01000324","1"
"E01000326","1"
"E01000325","1"
"E01000328","1"
"E01000327","1"
"E01000329","1"
"E01000330","1"
"E01000331","1"
"E01000332","1"
"E01000333","1"
"E01000334","1"
"E01000335","1"
"E01000337","1"
"E01000338","1"
"E01000341","1"
"E01000340","1"
"E01000342","1"
"E01000343","1"
"E01000344","1"
"E01000339","1"
"E01000345","1"
"E01000346","1"
"E01000347","1"
"E01000348","1"
"E01000349","1"
"E01000350","1"
"E01000351","1"
"E01000352","1"
"E01000353","1"
"E01000354","1"
"E01000355","1"
"E01000356","1"
"E01000357","1"
"E01000358","1"
"E01000359","1"
"E01000336","1"
"E01000360","1"
"E01000361","1"
"E01000362","1"
"E01000363","1"
"E01000364","1"
"E01000365","1"
"E01000366","1"
"E01000367","1"
"E01000368","1"
"E01000369","1"
"E01000370","1"
"E01000372","1"
"E01000375","1"
"E01000374","1"
"E01000377","1"
"E01000378","1"
"E01000379","1"
"E01000380","1"
"E01000382","1"
"E01000383","1"
"E01000384","1"
"E01000385","1"
"E01000386","1"
"E01000387","1"
"E01000388","1"
"E01000389","1"
"E01000390","1"
"E01000391","1"
"E01000371","1"
"E01000392","1"
"E01000393","1"
"E01000394","1"
"E01000395","1"
"E01000396","1"
"E01000398","1"
"E01000399","1"
"E01000400","1"
"E01000401","1"
"E01000402","1"
"E01000373","1"
"E01000403","1"
"E01000404","1"
"E01000405","1"
"E01000406","1"
"E01000407","1"
"E01000408","1"
"E01000409","1"
"E01000410","1"
"E01000411","1"
"E01000412","1"
"E01000413","1"
"E01000414","1"
"E01000415","1"
"E01000416","1"
"E01000417","1"
"E01000418","1"
"E01000419","1"
"E01000420","1"
"E01000421","1"
"E01000422","1"
"E01000423","1"
"E01000424","1"
"E01000425","1"
"E01000426","1"
"E01000427","1"
"E01000429","1"
"E01000430","1"
"E01000431","1"
"E01000432","1"
"E01000376","1"
"E01000433","1"
"E01000434","1"
"E01000435","1"
"E01000436","1"
"E01000437","1"
"E01000438","1"
"E01000439","1"
"E01000440","1"
"E01000441","1"
"E01000442","1"
"E01000443","1"
"E01000444","1"
"E01000445","1"
"E01000446","1"
"E01000447","1"
"E01000449","1"
"E01000448","1"
"E01000450","1"
"E01000451","1"
"E01000452","1"
"E01000453","1"
"E01000454","1"
"E01000455","1"
"E01000456","1"
"E01000457","1"
"E01000458","1"
"E01000459","1"
"E01000428","1"
"E01000460","1"
"E01000461","1"
"E01000462","1"
"E01000463","1"
"E01000464","1"
"E01000465","1"
"E01000466","1"
"E01000469","1"
"E01000467","1"
"E01000474","1"
"E01000471","1"
"E01000475","1"
"E01000472","1"
"E01000476","1"
"E01000473","1"
"E01000477","1"
"E01000478","1"
"E01000479","1"
"E01000480","1"
"E01000481","1"
"E01000482","1"
"E01000483","1"
"E01000484","1"
"E01000485","1"
"E01000486","1"
"E01000487","1"
"E01000489","1"
"E01000491","1"
"E01000488","1"
"E01000492","1"
"E01000493","1"
"E01000490","1"
"E01000494","1"
"E01000495","1"
"E01000497","1"
"E01000498","1"
"E01000499","1"
"E01000501","1"
"E01000502","1"
"E01000503","1"
"E01000504","1"
"E01000505","1"
"E01000506","1"
"E01000507","1"
"E01000508","1"
"E01000509","1"
"E01000510","1"
"E01000511","1"
"E01000512","1"
"E01000513","1"
"E01000514","1"
"E01000515","1"
"E01000516","1"
"E01000517","1"
"E01000129","1"
"E01000518","1"
"E01000519","1"
"E01000520","1"
"E01000522","1"
"E01000523","1"
"E01000524","1"
"E01000521","1"
"E01000525","1"
"E01000526","1"
"E01000527","1"
"E01000528","1"
"E01000530","1"
"E01000531","1"
"E01000532","1"
"E01000533","1"
"E01000534","1"
"E01000535","1"
"E01000538","1"
"E01000536","1"
"E01000539","1"
"E01000540","1"
"E01000541","1"
"E01000543","1"
"E01000544","1"
"E01000545","1"
"E01000546","1"
"E01000547","1"
"E01000548","1"
"E01000549","1"
"E01000550","1"
"E01000551","1"
"E01000552","1"
"E01000553","1"
"E01000554","1"
"E01000555","1"
"E01000556","1"
"E01000557","1"
"E01000558","1"
"E01000559","1"
"E01000560","1"
"E01000561","1"
"E01000562","1"
"E01000563","1"
"E01000564","1"
"E01000565","1"
"E01000566","1"
"E01000567","1"
"E01000568","1"
"E01000569","1"
"E01000570","1"
"E01000571","1"
"E01000572","1"
"E01000573","1"
"E01000574","1"
"E01000575","1"
"E01000576","1"
"E01000577","1"
"E01000578","1"
"E01000579","1"
"E01000580","1"
"E01000581","1"
"E01000582","1"
"E01000583","1"
"E01000584","1"
"E01000585","1"
"E01000586","1"
"E01000587","1"
"E01000588","1"
"E01000589","1"
"E01000590","1"
"E01000591","1"
"E01000592","1"
"E01000593","1"
"E01000594","1"
"E01000595","1"
"E01000596","1"
"E01000599","1"
"E01000600","1"
"E01000601","1"
"E01000603","1"
"E01000604","1"
"E01000606","1"
"E01000607","1"
"E01000608","1"
"E01000609","1"
"E01000610","1"
"E01000611","1"
"E01000612","1"
"E01000613","1"
"E01000615","1"
"E01000616","1"
"E01000617","1"
"E01000618","1"
"E01000619","1"
"E01000620","1"
"E01000621","1"
"E01000622","1"
"E01000623","1"
"E01000624","1"
"E01000625","1"
"E01000626","1"
"E01000627","1"
"E01000628","1"
"E01000629","1"
"E01000630","1"
"E01000631","1"
"E01000632","1"
"E01000633","1"
"E01000634","1"
"E01000635","1"
"E01000636","1"
"E01000637","1"
"E01000638","1"
"E01000639","1"
"E01000640","1"
"E01000641","1"
"E01000642","1"
"E01000643","1"
"E01000644","1"
"E01000647","1"
"E01000646","1"
"E01000648","1"
"E01000649","1"
"E01000645","1"
"E01000650","1"
"E01000651","1"
"E01000652","1"
"E01000653","1"
"E01000657","1"
"E01000655","1"
"E01000656","1"
"E01000658","1"
"E01000659","1"
"E01000654","1"
"E01000661","1"
"E01000664","1"
"E01000662","1"
"E01000665","1"
"E01000666","1"
"E01000667","1"
"E01000668","1"
"E01000669","1"
"E01000663","1"
"E01000670","1"
"E01000671","1"
"E01000672","1"
"E01000673","1"
"E01000674","1"
"E01000676","1"
"E01000675","1"
"E01000677","1"
"E01000678","1"
"E01000679","1"
"E01000683","1"
"E01000681","1"
"E01000686","1"
"E01000687","1"
"E01000680","1"
"E01000682","1"
"E01000688","1"
"E01000689","1"
"E01000690","1"
"E01000691","1"
"E01000692","1"
"E01000693","1"
