"","X","n_in_2008","mean_dist_in_2008","med_dist_in_2008","n_out_2008","mean_dist_out_2008","med_dist_out_2008","n_in_2009","mean_dist_in_2009","med_dist_in_2009","n_out_2009","mean_dist_out_2009","med_dist_out_2009","n_in_2010","mean_dist_in_2010","med_dist_in_2010","n_out_2010","mean_dist_out_2010","med_dist_out_2010","n_in_2011","mean_dist_in_2011","med_dist_in_2011","n_out_2011","mean_dist_out_2011","med_dist_out_2011","n_in_2012","mean_dist_in_2012","med_dist_in_2012","n_out_2012","mean_dist_out_2012","med_dist_out_2012","n_in_2013","mean_dist_in_2013","med_dist_in_2013","n_out_2013","mean_dist_out_2013","med_dist_out_2013","n_in_2014","mean_dist_in_2014","med_dist_in_2014","n_out_2014","mean_dist_out_2014","med_dist_out_2014","n_in_2015","mean_dist_in_2015","med_dist_in_2015","n_out_2015","mean_dist_out_2015","med_dist_out_2015","n_in_2016","mean_dist_in_2016","med_dist_in_2016","n_out_2016","mean_dist_out_2016","med_dist_out_2016"
"1",1,544,6.6390239163723,4.60240010580183,169,8.09338692890238,5.7054159528495,455,7.67926228116746,4.92704633456088,167,8.43328211064611,5.95577940649244,374,7.80239912995386,5.38580652513079,108,8.85295099064062,5.90099126943042,370,7.87098171501436,5.57181307538588,113,8.40078246108739,5.94121358762635,491,7.30304496957638,5.35297725445106,176,7.83609522141931,5.3999290693008,465,7.65944762783194,5.24671994041492,167,7.66178007350693,5.0719167862206,469,7.65903347592435,5.23009087929748,162,6.92883811221037,4.92806939915883,534,8.10133279934034,5.2524328004095,188,8.67856874502544,5.21027494852163,669,6.78891267815281,3.43070276619185,216,10.5217564098227,9.33752681806066
"2",2,12,7.73663580811146,4.92569307803233,NA,NA,NA,20,6.01026307061935,2.87204428293378,16,5.90661829032434,3.90444763526398,12,5.19309489427777,3.21265624931476,NA,NA,NA,17,11.3333627909481,8.29102916126368,NA,NA,NA,21,6.55362316165472,4.02761450902006,12,4.56532130804777,2.30717192394633,19,7.10742798359787,2.96491338932685,17,6.5800863061325,4.48178720911024,18,8.67103455591118,5.64619299847029,11,8.86173068406903,9.44219955916646,21,8.23491361169518,4.90876893242719,13,8.48924918619155,6.20674443210613,26,8.2755372552331,7.71892472021324,12,6.713560301383,3.05265747709561
"3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,18,7.61372549986841,5.98195965421577,10,8.81459481990131,5.23009087929748,16,8.08632226763235,8.37042490200585,NA,NA,NA,11,6.02262701342724,5.23009087929748,NA,NA,NA,14,6.05328107119645,3.27580214313978,NA,NA,NA,22,12.7706440037076,10.5984974849568,12,8.51038373338528,7.85642127515734,28,10.4761983710538,7.05053782878232,NA,NA,NA,20,7.95520033332189,6.16132906712948,11,7.89772035748109,5.23009087929748,32,9.15349586816267,4.35763912077676,11,13.1316256967023,14.0582476309913,20,11.9828404120538,10.238518911706,12,6.46370309066996,3.42385596749825
"7",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
