"","X","n_in_2008","mean_dist_in_2008","med_dist_in_2008","n_out_2008","mean_dist_out_2008","med_dist_out_2008","n_in_2009","mean_dist_in_2009","med_dist_in_2009","n_out_2009","mean_dist_out_2009","med_dist_out_2009","n_in_2010","mean_dist_in_2010","med_dist_in_2010","n_out_2010","mean_dist_out_2010","med_dist_out_2010","n_in_2011","mean_dist_in_2011","med_dist_in_2011","n_out_2011","mean_dist_out_2011","med_dist_out_2011","n_in_2012","mean_dist_in_2012","med_dist_in_2012","n_out_2012","mean_dist_out_2012","med_dist_out_2012","n_in_2013","mean_dist_in_2013","med_dist_in_2013","n_out_2013","mean_dist_out_2013","med_dist_out_2013","n_in_2014","mean_dist_in_2014","med_dist_in_2014","n_out_2014","mean_dist_out_2014","med_dist_out_2014","n_in_2015","mean_dist_in_2015","med_dist_in_2015","n_out_2015","mean_dist_out_2015","med_dist_out_2015","n_in_2016","mean_dist_in_2016","med_dist_in_2016","n_out_2016","mean_dist_out_2016","med_dist_out_2016"
"133",133,15,13.9048768961938,12.7707686519813,NA,NA,NA,12,7.19330915524957,3.81195560289694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,17.6090017094289,20.9575775342819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,9.03105871747162,7.63188377258357,NA,NA,NA
"135",135,49,9.02653054024523,8.72990931732423,15,8.04760941110688,5.9815448574506,45,8.55537107669526,6.6115883632922,15,8.59310769940673,10.2315533604405,34,10.0555072454882,9.72414424376792,26,9.8236752773459,10.6294586982681,33,7.56926630047568,6.32428768484578,20,7.26137861203049,6.65813320319761,38,8.95664978237842,9.37936395317957,17,5.35756998472752,4.00460256172036,56,8.56516629200876,5.6801233132726,17,7.47854464105917,5.87351939883192,32,8.50899929275939,7.35998612376837,25,10.2431652366923,11.7779640141371,36,7.09843144558876,5.5970085607738,25,8.5828648047415,5.38738461490194,31,11.4126791792166,8.30347429671773,19,10.2708025561749,9.22007162989093
"136",136,19,9.95728997232304,6.74355455363026,NA,NA,NA,13,6.05268725113357,2.8891505116482,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8.98017206814617,5.88133593049496,NA,NA,NA,12,8.68330997617143,4.13770098948025,NA,NA,NA,11,8.97569112067586,3.11428358087142,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12.5105228787821,8.08744577350021,NA,NA,NA,15,10.4208170642545,6.4938268268081,NA,NA,NA
"137",137,27,6.67239547618374,5.23009087929748,15,13.6165421932207,10.9841074911257,25,6.2462609763733,4.63983399781422,15,13.9266188256874,18.1452429506264,17,11.0294379652302,6.31354205514775,11,12.7196681907371,15.8238310966634,19,9.38870866233387,6.17815621951986,10,11.6308628709726,10.5547844182764,26,8.31599609463568,4.670422726161,NA,NA,NA,23,12.9143743191115,7.28498148894489,NA,NA,NA,24,10.4834345883615,8.49252984606285,13,12.7358126273786,12.1853317204668,23,11.3538192414446,10.8007073023481,19,11.2891310585732,7.84409835908689,47,8.38786414104514,4.55845847994348,11,13.5123294593445,13.0059303996479
"138",138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,NA,NA,NA,NA,NA,NA,14,6.01510549610872,2.18242333687175,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10.5840266555766,8.07835985517128,NA,NA,NA,15,6.8474051356674,4.32627079514401,NA,NA,NA,15,7.69438761729153,6.01122656756819,NA,NA,NA,15,7.8340960825804,5.23401459844339,NA,NA,NA,16,9.45610946914994,5.0892930807851,NA,NA,NA,24,8.30629673035371,7.16270658956367,NA,NA,NA
"142",142,12,12.2296855217556,3.2274923581314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7.10293950178924,4.92374900300535,NA,NA,NA,12,8.28412941628518,6.92478249851427,NA,NA,NA,13,8.01002097912322,3.75088222377477,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.26741146900899,5.95440604336024,NA,NA,NA
"143",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",144,17,10.5972177406313,6.6675815142995,10,18.0563339415733,23.6226585914232,19,12.0656886181049,10.4331963094253,NA,NA,NA,10,14.3063827207823,10.7887445697909,NA,NA,NA,11,8.66468738418946,7.1903549311162,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,9.90013672553171,5.80146473082124,NA,NA,NA,20,8.87630436295671,6.16713961298811,NA,NA,NA,15,10.4050838231484,5.51907140170875,NA,NA,NA,25,11.2496191330748,9.09955145609669,NA,NA,NA
"145",145,17,9.30429248977424,5.56705302403542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,15.6917030052938,13.9141226298318,NA,NA,NA,14,14.0817405430567,12.6360132153225,NA,NA,NA,12,10.439134988586,6.2480510872744,NA,NA,NA,13,10.2598437551602,5.46738026657647,12,8.63315821458698,6.03038626606833
"146",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.58352961435885,7.17241789971228,NA,NA,NA,12,7.16428244764664,5.56765115947897,NA,NA,NA
"147",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,37,6.00071979088659,4.88856833325941,24,6.59091603787336,5.36151369199314,43,6.77411943446362,4.40481506746368,11,7.70114288456336,6.07519979768374,30,5.71168841632665,3.31717337789933,12,5.92993547246945,4.71322544716818,16,6.41093839664806,3.99495231318093,16,6.30579688243772,5.72485717104028,41,6.26887791783045,4.33508355586688,24,5.82030861193179,4.22708902613739,45,6.27602904780363,3.98070921893227,22,6.91856497322663,4.93268469099763,27,6.74706199899494,5.98196261536289,34,8.02621131306489,8.02472082624556,52,6.60132225412677,4.25508125462317,24,9.76352337748545,7.82576133636206,36,6.33568075308442,3.98096114063978,28,8.03738522476604,6.88926585806511
"151",151,10,9.42812413326723,7.47392000546871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",152,40,6.76965249470254,4.25774282460394,30,7.1753095951767,4.37394557320697,36,6.9930969884084,4.15166526657516,18,8.55953142843005,5.0764404089709,30,9.47568003792078,4.68966750375955,20,8.52630546814395,5.7344462568104,45,8.00710130371089,2.98138232150085,20,8.66565685372517,6.89712845835184,45,5.68487093871697,2.44312197668823,26,10.7115129153152,8.55010847429685,53,6.60332203852046,2.96654608323323,41,9.69190312126325,6.5698169994557,52,7.87480917385338,3.57722195847271,33,10.8267673829417,9.99863053422784,50,9.25795492850336,3.72520878396129,34,8.0814543371047,5.12582957829981,54,7.25861017488689,3.79928231707362,32,10.0695850053892,7.51902535061641
"153",153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,7.39013865928453,3.55861268244114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,9.26808897412189,12.7901656360982,NA,NA,NA,19,10.991406370307,5.94624080916909,NA,NA,NA,20,5.36092099980694,2.76353616205106,NA,NA,NA,16,5.69786530313787,3.171366834323,NA,NA,NA
"155",155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,46,5.30058341283909,3.56392568396465,21,5.84425167455899,3.69190091029657,31,7.26563839830836,3.95600322151178,14,4.04874521073106,2.24759646927947,18,7.11995063681349,3.90872029075877,24,6.86964127311507,6.2440718583134,27,5.1626298813451,4.29930469478154,20,8.95280983232149,6.94999855554143,45,6.35516608283513,4.04456712584062,23,8.75396461047109,5.69437435633047,37,6.83962030630494,5.08688430444688,27,6.42175375453897,3.63026030657841,36,6.63674057469462,5.52753723194173,22,5.37397384984694,4.1340385790777,50,10.4509623428759,7.32530804446329,24,5.81474842416032,2.49937901666446,41,5.60389305592771,3.81212727969635,34,8.49794910056752,6.09173894464846
"157",157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6.66953347965758,4.60256003080418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6.40835364122586,4.20298844608698,NA,NA,NA
"159",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",162,14,10.6717748351954,10.8947772388915,NA,NA,NA,NA,NA,NA,13,4.38058596423095,2.64069187018592,13,9.83695735304851,7.70172543742164,NA,NA,NA,14,10.1948608077474,10.1095455584087,NA,NA,NA,17,6.89328428367599,2.48950287015837,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,7.67668064925945,4.25536430418181,10,9.23955160615334,4.86556397215312,12,5.33124994753315,1.7822246778978,11,7.65343023249286,2.60109456341036,15,7.53101349817511,2.83460273902566,13,9.03670962904022,12.7986829988984
"163",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",165,NA,NA,NA,NA,NA,NA,12,4.23690579481202,3.07439502356981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4.85797838004618,5.10056676237172,NA,NA,NA
"166",166,16,7.64907115000939,4.88174971224299,NA,NA,NA,16,6.31148294720417,7.48186670152495,NA,NA,NA,11,8.24293482759118,6.07078152110348,NA,NA,NA,11,4.13395428541065,4.21514064302545,NA,NA,NA,19,4.36165658366205,4.70006439565185,NA,NA,NA,22,6.39896739349264,5.21106609566469,NA,NA,NA,19,8.91023904444851,8.53639416555102,NA,NA,NA,15,5.28775653880883,3.91569555640011,19,8.21537672891535,9.29838774689456,16,8.61953413770038,6.50540712740473,NA,NA,NA
"167",167,NA,NA,NA,12,7.02895297677781,5.66095523925179,10,4.56918153418754,3.96694858346275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.3722892714072,5.97762754983036,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,7.53373459793916,5.07107886090853,13,7.60898278141356,5.65865509463878,15,7.7894893355311,8.78385219857479,NA,NA,NA
"168",168,27,8.99296659432131,8.12093191643612,42,16.7579192624284,17.9877094129119,24,10.0360002712058,7.90217415081297,16,7.42203218795816,5.8371171558268,17,6.17946691697302,2.23831173739901,11,7.40695688143285,6.10438222131034,12,6.90354950930496,4.8505043999458,NA,NA,NA,20,7.56309049380101,6.75384352219076,17,7.8432277681878,6.72275885000065,NA,NA,NA,12,4.65985761086106,4.38498677651144,30,9.66549901314005,6.2557415669178,11,8.39739786406992,11.8539615093511,27,9.16406024639955,6.8897433721414,13,8.48251804187508,7.26220068514556,25,10.766807191045,9.93983958149454,13,10.1470648977586,9.01910478580405
"169",169,12,5.54360970810682,2.9764145111114,NA,NA,NA,10,4.26001369955226,2.88361092311334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6.90198984432556,4.36820717108136,NA,NA,NA
"170",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5.58242499200194,4.25908835751309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",173,16,8.88946746970284,4.03849092945662,NA,NA,NA,11,5.24910317180958,1.43591892521123,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,6.78182333140698,5.18337291427657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7.62178901024381,7.19158738646158,NA,NA,NA,15,6.40996992667397,5.36374809101472,11,6.62141081522874,3.80514140884251,16,7.58005892148148,7.996687715374,14,11.1465748185882,9.4343071096715
"174",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",178,10,5.36831732105526,4.29414207100016,NA,NA,NA,NA,NA,NA,11,7.43692924307645,8.79212828858837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5.49384421987533,3.72316492928005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",179,13,7.78971755785907,6.13248950443832,NA,NA,NA,14,7.09281722233402,6.78760647054903,NA,NA,NA,16,8.60943547200529,5.92294302346289,NA,NA,NA,10,5.52917943904129,5.08222504925947,NA,NA,NA,11,7.99796516603839,7.25256939089733,NA,NA,NA,NA,NA,NA,12,8.15498658029503,7.26977522663458,14,8.90898593635574,8.20256463039333,11,6.72521071563382,4.16072848890763,12,8.72844761311351,6.3963404195107,NA,NA,NA,24,8.12599915867895,3.93940934030482,NA,NA,NA
"180",180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8.14374157237518,3.65445600139446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.59684234296279,4.80640957411639,NA,NA,NA
"183",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4.97339616346233,3.73416565761828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6.24063484980698,5.58771119670088,NA,NA,NA,10,4.07457437312582,1.73346298615256,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,15,2.37496041357904,2.57701570519369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",187,26,5.24305346159841,3.3599373819035,15,5.88818577080297,3.95298645979297,36,6.27721170629588,4.75921608918816,22,7.14659560203231,6.15333038535637,26,6.89218524905885,5.00643225029865,14,5.31109958014332,4.37586666050999,24,8.46185742968619,6.91053757340651,14,6.68296214465873,4.97718067813186,29,8.43635562950198,6.79081755446674,14,8.15597504679418,6.35420911023181,36,8.54992739924912,7.74211990729131,20,6.21585761155264,3.62410380387476,43,7.65401862653605,6.65218222338436,15,8.80032683004474,6.35254676770396,37,8.69783573123258,7.10067324353158,26,9.96191060536037,8.46157663339298,45,6.99900142368316,5.08381718708688,30,8.57608284840708,5.29753130275934
"188",188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3.61297603696906,1.78287005852429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.96870235667417,5.13141155654231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",190,12,6.48197385969542,4.8166106036946,13,5.47378883233206,4.92251473248721,17,6.81742225700097,5.09475599001153,17,8.86623623574478,10.4857587762343,13,4.77280992596868,3.8865657500624,NA,NA,NA,14,8.38778430814116,9.24116218940797,NA,NA,NA,18,6.50016159938946,4.95233738721615,16,4.49314791088754,3.97619514895193,29,6.50297264666518,5.29536470917062,14,7.93177733880341,7.18286290724441,10,4.91732263124172,3.8690590215282,14,7.72860293242699,5.68918332416856,14,4.47449373276561,3.91799876323929,10,7.11999680546788,7.52845763446491,17,4.94883243325876,4.8976224729715,NA,NA,NA
"191",191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4.4440343090351,2.20743061169019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.94587761202858,5.35900575994379,NA,NA,NA,NA,NA,NA,14,6.45470248332341,1.84734656826437
"194",194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",196,13,6.44092614222095,5.8596060228228,NA,NA,NA,18,6.41779196256448,3.37064801970662,NA,NA,NA,14,6.57386397660756,5.26188770266948,NA,NA,NA,17,7.69398623569441,7.19083720084837,NA,NA,NA,11,9.82688501946259,9.73746863106528,NA,NA,NA,12,6.47847124311945,3.92052938622838,13,6.85039259900349,1.91672130525748,17,6.7122119453411,8.02209284576778,NA,NA,NA,18,7.81595548822595,6.6555826311893,15,6.86272398158369,6.7777713315538,14,6.58044038289368,6.16221297241272,15,6.24416481172411,3.32637123279762
"197",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",198,NA,NA,NA,NA,NA,NA,16,11.9825349741418,16.441112256281,NA,NA,NA,NA,NA,NA,16,10.7466176237816,8.62237870276238,11,8.23882793905387,4.42253878370883,NA,NA,NA,18,5.04805389307569,2.69662439846801,10,8.71067387603614,4.43788362691697,15,5.69811053933461,4.66043228948113,NA,NA,NA,20,9.77983224819624,7.22216207824622,16,8.59457030643535,5.97505219044588,17,10.1295138676259,8.46412154378276,15,6.69393960981359,5.38796465531602,31,7.28381430251402,5.8042351949887,17,12.2160209587744,12.073815623497
