"id_point","id_cluster"
"E01001247","49"
"E01001255","115"
"E01001250","115"
"E01001251","115"
"E01001263","116"
"E01001257","116"
"E01001273","1"
"E01001274","1"
"E01001275","1"
"E01001277","49"
"E01001278","117"
"E01001276","117"
"E01001279","1"
"E01001281","1"
"E01001212","1"
"E01001290","115"
"E01001296","118"
"E01001295","118"
"E01001300","1"
"E01001302","1"
"E01001299","1"
"E01001303","1"
"E01001304","1"
"E01001306","1"
"E01001253","1"
"E01001305","1"
"E01001308","58"
"E01001310","119"
"E01001309","119"
"E01001314","120"
"E01001312","120"
"E01001315","121"
"E01001269","121"
"E01001270","121"
"E01001317","121"
"E01001319","121"
"E01001264","121"
"E01001322","119"
"E01001327","122"
"E01001325","122"
"E01001328","123"
"E01001326","123"
"E01001336","124"
"E01001335","124"
"E01001339","124"
"E01001337","124"
"E01001341","49"
"E01001342","49"
"E01001343","49"
"E01001344","49"
"E01001345","49"
"E01001346","49"
"E01001347","49"
"E01001349","125"
"E01001283","125"
"E01001350","1"
"E01001351","1"
"E01001352","1"
"E01001353","1"
"E01001354","1"
"E01001355","1"
"E01001357","1"
"E01001360","124"
"E01001361","126"
"E01001359","126"
"E01001362","127"
"E01001333","127"
"E01001367","127"
"E01001375","1"
"E01001374","1"
"E01001376","1"
"E01001377","1"
"E01001379","1"
"E01001380","1"
"E01001381","1"
"E01001382","1"
"E01001383","1"
"E01001289","1"
"E01001384","1"
"E01001385","1"
"E01001222","1"
"E01001386","1"
"E01001387","1"
"E01001389","1"
"E01001252","1"
"E01001392","128"
"E01001390","128"
"E01001396","1"
"E01001394","1"
"E01001400","129"
"E01001399","129"
"E01001406","129"
"E01001418","128"
"E01000172","128"
"E01001420","12"
"E01001421","128"
"E01001436","129"
"E01001435","129"
"E01001440","129"
"E01001438","129"
"E01001441","129"
"E01001442","130"
"E01001439","130"
"E01001454","131"
"E01001452","131"
"E01001453","131"
"E01001459","129"
"E01001423","129"
"E01001460","132"
"E01001428","132"
"E01001462","129"
"E01001465","133"
"E01001397","133"
"E01001471","134"
"E01001469","134"
"E01001474","131"
"E01001457","131"
"E01001472","131"
"E01001480","129"
"E01001487","135"
"E01001424","135"
"E01001488","136"
"E01001478","136"
"E01001491","129"
"E01001492","135"
"E01001493","137"
"E01001404","137"
"E01001498","128"
"E01001495","128"
"E01001500","138"
"E01001395","138"
"E01001501","128"
"E01001503","129"
"E01001507","130"
"E01001508","129"
"E01001504","129"
"E01001510","139"
"E01001479","139"
"E01001511","129"
"E01001513","129"
"E01001516","129"
"E01001517","140"
"E01001434","140"
"E01001521","128"
"E01001520","128"
"E01001522","141"
"E01001456","141"
"E01001475","141"
"E01001523","142"
"E01001419","142"
"E01001524","128"
"E01000120","128"
"E01001416","128"
"E01001525","128"
"E01001526","128"
"E01000115","128"
"E01001527","128"
"E01001530","128"
"E01001531","128"
"E01001532","128"
"E01001535","128"
"E01001537","143"
"E01001411","143"
"E01001539","143"
"E01001540","144"
"E01001536","144"
"E01001543","143"
"E01001538","143"
"E01001550","129"
"E01001553","133"
"E01001555","132"
"E01001560","145"
"E01001499","145"
"E01001562","145"
"E01001563","128"
"E01001564","128"
"E01001565","146"
"E01001496","146"
"E01001566","146"
"E01001567","131"
"E01001568","128"
"E01001569","128"
"E01001402","128"
"E01001570","128"
"E01001463","128"
"E01001577","147"
"E01000416","147"
"E01001575","147"
"E01001578","147"
"E01001581","1"
"E01001580","1"
"E01001584","1"
"E01001583","1"
"E01001593","1"
"E01001592","1"
"E01001594","1"
"E01001596","81"
"E01001599","81"
"E01001598","81"
"E01001601","73"
"E01001602","81"
"E01001603","148"
"E01001600","148"
"E01001613","149"
"E01001605","149"
"E01001606","149"
"E01001614","40"
"E01001617","148"
"E01001615","148"
"E01001618","40"
"E01001619","40"
"E01001632","150"
"E01001629","150"
"E01001634","150"
"E01001633","150"
"E01001636","150"
"E01001571","150"
"E01001641","1"
"E01001640","1"
"E01001642","1"
"E01001645","151"
"E01001623","151"
"E01001647","1"
"E01001582","1"
"E01001652","152"
"E01001651","152"
"E01001654","153"
"E01001653","153"
"E01001656","1"
"E01001658","1"
"E01001657","1"
"E01001661","154"
"E01001620","154"
"E01001664","1"
"E01001662","1"
"E01001665","1"
"E01001669","155"
"E01001637","155"
"E01001671","150"
"E01001675","156"
"E01001673","156"
"E01001676","150"
"E01001678","155"
"E01001681","157"
"E01001680","157"
"E01001682","149"
"E01001610","149"
"E01001683","150"
"E01001694","158"
"E01001692","158"
"E01001696","150"
"E01001697","149"
"E01001695","149"
"E01001698","150"
"E01001699","150"
"E01001700","150"
"E01001701","149"
"E01001595","149"
"E01001702","159"
"E01001686","159"
"E01001706","150"
"E01001708","1"
"E01001713","150"
"E01001718","1"
"E01001716","1"
"E01001727","1"
"E01001724","1"
"E01001733","1"
"E01001732","1"
"E01001734","1"
"E01001731","1"
"E01001737","1"
"E01001736","1"
"E01001738","1"
"E01001720","1"
"E01001739","1"
"E01001742","1"
"E01001745","1"
"E01001747","1"
"E01001744","1"
"E01001748","1"
"E01001741","1"
"E01001749","1"
"E01001750","1"
"E01001752","1"
"E01001753","1"
"E01001754","1"
"E01001756","1"
"E01001751","1"
"E01001758","1"
"E01001759","1"
"E01001746","1"
"E01001760","1"
"E01001761","1"
"E01001762","1"
"E01001764","1"
"E01001767","1"
"E01001768","1"
"E01001770","1"
"E01001772","1"
"E01001755","1"
"E01001773","1"
"E01001774","1"
"E01001775","1"
"E01001776","1"
"E01001777","1"
"E01001779","1"
"E01001780","1"
"E01001781","1"
"E01001782","1"
"E01001784","1"
"E01001787","1"
"E01001735","1"
"E01001788","1"
"E01001789","1"
"E01001792","1"
"E01001769","1"
"E01001793","1"
"E01001785","1"
"E01001794","1"
"E01001795","1"
"E01001796","1"
"E01001801","1"
"E01001803","1"
"E01001717","1"
"E01001805","1"
"E01001806","1"
"E01001807","1"
"E01001799","1"
"E01001808","1"
"E01001800","1"
"E01001812","1"
"E01001814","1"
"E01001815","1"
"E01001816","1"
"E01001819","1"
"E01001820","1"
"E01001823","1"
"E01001824","1"
"E01001728","1"
"E01001825","1"
"E01001827","1"
"E01001829","1"
"E01001830","1"
"E01001831","1"
"E01001832","1"
"E01001833","1"
"E01001834","1"
"E01001835","1"
"E01001836","1"
"E01001837","1"
"E01001842","1"
"E01001843","1"
"E01001844","1"
"E01001840","1"
"E01001841","1"
"E01001845","1"
"E01001846","160"
"E01001791","160"
"E01001848","1"
"E01001854","1"
"E01001852","1"
"E01001855","1"
"E01001853","1"
"E01001857","161"
"E01001856","161"
"E01001859","1"
"E01001861","1"
"E01001243","1"
"E01001862","1"
"E01001863","1"
"E01001858","1"
"E01001864","1"
"E01001867","1"
"E01001869","1"
"E01001851","1"
"E01001870","1"
"E01001871","1"
"E01001872","1"
"E01001873","1"
"E01001866","1"
"E01001875","162"
"E01001240","162"
"E01001880","1"
"E01001882","1"
"E01001879","1"
"E01001883","1"
"E01001886","1"
"E01001887","1"
"E01001888","1"
"E01001889","1"
"E01001890","1"
"E01001891","1"
"E01001892","1"
"E01001893","1"
"E01001894","1"
"E01001895","1"
"E01001896","1"
"E01001897","1"
"E01001898","1"
"E01001899","1"
"E01001900","1"
"E01001901","1"
"E01001902","1"
"E01001904","1"
"E01001905","1"
"E01001906","1"
"E01001907","1"
"E01001908","1"
"E01001909","1"
"E01001910","1"
"E01001912","1"
"E01001884","1"
"E01001913","1"
"E01001914","1"
"E01001915","1"
"E01001916","1"
"E01001918","1"
"E01001919","1"
"E01001920","1"
"E01001921","1"
"E01001922","1"
"E01001924","1"
"E01001923","1"
"E01001925","1"
"E01001926","1"
"E01001927","1"
"E01001928","1"
"E01001865","1"
"E01001929","1"
"E01001930","1"
"E01001931","1"
"E01001932","1"
"E01001933","1"
"E01001934","1"
"E01001935","1"
"E01001937","1"
"E01001881","1"
"E01001938","1"
"E01001939","1"
"E01001941","161"
"E01001860","161"
"E01001942","1"
"E01001945","1"
"E01001946","1"
"E01001948","1"
"E01001949","1"
"E01001950","1"
"E01001951","1"
"E01001952","1"
"E01001953","1"
"E01001954","1"
"E01001956","1"
"E01001957","163"
"E01001876","163"
"E01001960","1"
"E01001962","164"
"E01000157","164"
"E01001966","1"
"E01001963","1"
"E01001965","1"
"E01001967","1"
"E01001968","1"
"E01001973","128"
"E01001974","128"
"E01001972","128"
"E01001975","128"
"E01001983","165"
"E01001977","165"
"E01001985","1"
"E01001984","1"
"E01001986","1"
"E01001987","1"
"E01001988","1"
"E01001989","1"
"E01001991","1"
"E01000156","1"
"E01001992","1"
"E01001993","1"
"E01001996","1"
"E01001995","1"
"E01001997","1"
"E01002000","1"
"E01001998","1"
"E01002001","1"
"E01002002","1"
"E01001999","1"
"E01002004","1"
"E01002006","1"
"E01002007","1"
"E01002005","1"
"E01002009","1"
"E01002010","1"
"E01002011","1"
"E01002008","1"
"E01002015","1"
"E01002017","1"
"E01002016","1"
"E01002018","1"
"E01002019","1"
"E01002020","1"
"E01002014","1"
"E01002021","1"
"E01002022","166"
"E01000182","166"
"E01002023","1"
"E01002024","1"
"E01002025","1"
"E01002029","167"
"E01002003","167"
"E01002032","168"
"E01002030","168"
"E01002033","169"
"E01002027","169"
"E01002037","170"
"E01001559","170"
"E01002042","1"
"E01002044","167"
"E01002047","1"
"E01002048","1"
"E01002049","171"
"E01002046","171"
"E01002050","1"
"E01002051","1"
"E01002043","1"
"E01002052","1"
"E01002053","1"
"E01002055","1"
"E01002056","171"
"E01002057","172"
"E01001802","172"
"E01002058","1"
"E01001813","1"
"E01002059","1"
"E01002060","1"
"E01002061","1"
"E01001715","1"
"E01002063","1"
"E01002064","1"
"E01002062","1"
"E01002065","1"
"E01002066","173"
"E01002045","173"
"E01002071","174"
"E01001979","174"
"E01002072","1"
"E01002073","174"
"E01002076","175"
"E01002074","175"
"E01002077","174"
"E01002034","174"
"E01002078","174"
"E01002081","174"
"E01002084","171"
"E01002085","1"
"E01001964","1"
"E01002083","1"
"E01002086","171"
"E01002087","1"
"E01002088","1"
"E01002028","1"
"E01002090","133"
"E01002091","176"
"E01001467","176"
"E01002092","145"
"E01002094","1"
"E01002095","177"
"E01001978","177"
"E01002101","178"
"E01001969","178"
"E01002102","1"
"E01002103","1"
"E01002104","1"
"E01002105","1"
"E01002107","13"
"E01002106","13"
"E01002108","13"
"E01002109","13"
"E01002111","13"
"E01002110","13"
"E01002115","13"
"E01002116","13"
"E01002112","13"
"E01002117","13"
"E01002118","13"
"E01002121","13"
"E01002120","13"
"E01002122","13"
"E01002124","13"
"E01002125","179"
"E01002123","179"
"E01002127","52"
"E01002126","52"
"E01002137","52"
"E01002132","52"
"E01002142","180"
"E01002141","180"
"E01002143","180"
"E01002145","13"
"E01002148","181"
"E01002147","181"
"E01002149","182"
"E01002146","182"
"E01002150","183"
"E01002140","183"
"E01002152","182"
"E01002155","184"
"E01002154","184"
"E01002159","185"
"E01002153","185"
"E01002158","185"
"E01002161","185"
"E01002156","185"
"E01002160","185"
"E01002162","184"
"E01002128","184"
"E01002163","185"
"E01002164","185"
"E01002167","186"
"E01002166","186"
"E01002169","13"
"E01002171","55"
"E01002170","55"
"E01002174","52"
"E01002175","52"
"E01002176","52"
"E01002178","55"
"E01002173","55"
"E01002179","13"
"E01002130","13"
"E01002182","184"
"E01002183","13"
"E01002184","187"
"E01002180","187"
"E01002187","182"
"E01002188","181"
"E01002190","182"
"E01002193","185"
"E01002194","185"
"E01002196","185"
"E01002197","13"
"E01002198","13"
"E01002199","52"
"E01002200","13"
"E01000594","13"
"E01002203","13"
"E01002208","185"
"E01002191","185"
"E01002216","188"
"E01002211","188"
"E01002217","188"
"E01002218","189"
"E01002213","189"
"E01002222","189"
"E01002224","121"
"E01002220","121"
"E01002226","13"
"E01002227","180"
"E01002228","13"
"E01002225","13"
"E01002229","13"
"E01002230","13"
"E01002232","13"
"E01002234","180"
"E01002235","190"
"E01002181","190"
"E01002236","180"
"E01002237","185"
"E01002238","185"
"E01002206","185"
"E01002239","185"
"E01002240","185"
"E01002241","191"
"E01002212","191"
"E01002242","185"
"E01002246","192"
"E01000110","192"
"E01002250","193"
"E01000099","193"
"E01002275","194"
"E01002271","194"
"E01002288","195"
"E01002286","195"
"E01002298","196"
"E01002284","196"
"E01002307","197"
"E01002302","197"
"E01002303","197"
"E01002312","198"
"E01002280","198"
"E01002314","198"
"E01002315","199"
"E01002309","199"
"E01002319","200"
"E01002249","200"
"E01002320","195"
"E01000037","195"
"E01002272","195"
"E01002317","195"
"E01002321","201"
"E01002287","201"
"E01002322","195"
"E01002324","195"
"E01002328","202"
"E01002327","202"
"E01002329","202"
"E01002244","202"
"E01002331","202"
"E01002301","202"
"E01002332","197"
"E01002333","202"
"E01002336","202"
"E01002338","202"
"E01002340","203"
"E01002339","203"
"E01002345","204"
"E01002342","204"
"E01002350","200"
"E01002351","195"
"E01002352","195"
"E01002354","205"
"E01002337","205"
"E01002355","205"
"E01002274","205"
"E01002359","194"
"E01002364","194"
"E01002363","194"
"E01002366","195"
"E01002367","201"
"E01002371","206"
"E01002368","206"
"E01002373","207"
"E01002372","207"
"E01002374","208"
"E01002266","208"
"E01002382","205"
"E01002383","209"
"E01002376","209"
"E01002378","209"
"E01002387","210"
"E01002257","210"
"E01002393","211"
"E01001329","211"
"E01002404","212"
"E01002401","212"
"E01002410","213"
"E01002400","213"
"E01002416","214"
"E01002415","214"
"E01002418","214"
"E01002207","214"
"E01002419","215"
"E01002417","215"
"E01002421","214"
"E01002423","216"
"E01002409","216"
"E01002426","212"
"E01002425","212"
"E01002427","212"
"E01002424","212"
"E01002431","185"
"E01002433","185"
"E01002435","217"
"E01002430","217"
"E01002437","215"
"E01002455","212"
"E01002456","213"
"E01002466","214"
"E01002471","214"
"E01002477","182"
"E01002476","182"
"E01002478","218"
"E01002472","218"
"E01002480","219"
"E01002479","219"
"E01002481","220"
"E01002192","220"
"E01002474","220"
"E01002482","182"
"E01002484","220"
"E01002489","221"
"E01002406","221"
"E01002407","221"
"E01002494","222"
"E01002463","222"
"E01002498","214"
"E01002501","223"
"E01002399","223"
"E01002502","223"
"E01002503","224"
"E01002396","224"
"E01002504","212"
"E01002507","225"
"E01001366","225"
"E01001370","225"
"E01002513","226"
"E01002460","226"
"E01002518","227"
"E01002413","227"
"E01002521","228"
"E01002514","228"
"E01002535","229"
"E01002470","229"
"E01002537","226"
"E01002536","226"
"E01002540","230"
"E01001294","230"
"E01002541","231"
"E01001291","231"
"E01002546","232"
"E01002543","232"
"E01002551","213"
"E01002412","213"
"E01002549","213"
"E01002553","213"
"E01002568","233"
"E01002565","233"
"E01002566","233"
"E01002569","1"
"E01002571","1"
"E01002573","1"
"E01002574","1"
"E01002575","1"
"E01002576","1"
"E01002577","1"
"E01002578","1"
"E01002579","1"
"E01002580","1"
"E01002582","1"
"E01002581","1"
"E01002616","234"
"E01002614","234"
"E01002623","235"
"E01002621","235"
"E01002624","235"
"E01002625","124"
"E01002632","236"
"E01002618","236"
"E01002635","237"
"E01002588","237"
"E01002636","237"
"E01002637","225"
"E01002640","235"
"E01002629","235"
"E01002641","235"
"E01002630","235"
"E01002639","235"
"E01002643","235"
"E01002646","235"
"E01002648","235"
"E01002650","235"
"E01002654","235"
"E01002655","238"
"E01002653","238"
"E01002660","235"
"E01002664","235"
"E01002668","239"
"E01002659","239"
"E01002669","239"
"E01002670","239"
"E01002674","235"
"E01002675","235"
"E01002676","235"
"E01002679","239"
"E01002677","239"
"E01002678","239"
"E01002680","239"
"E01002681","239"
"E01002683","239"
"E01002682","239"
"E01002684","233"
"E01002567","233"
"E01002687","1"
"E01002689","1"
"E01002690","1"
"E01002691","1"
"E01002692","1"
"E01002695","1"
"E01002696","1"
"E01002697","1"
"E01002698","1"
"E01002699","1"
"E01002700","1"
